LTER_site,local_site,year,date_collected,depth,combined_tow,net_um,water_sampled,water_sam_QA,pull number,percent sample examined ,taxon_name,num_of_taxon,taxon_dens,avg_taxon_length ,num_indiv_meas,tot_counted ,tot_density
NWT,GL4,2017,8/14/17,11,22,80,691.15,691.1503838,20,1,Hesperodiaptomus shoshone,1830,2.647759508,1.847,50,1972,2.853214071
NWT,GL4,2017,8/14/17,11,22,80,691.15,691.1503838,20,1,Nauplii,98,0.141792586,NaN,NaN,1972,2.853214071
NWT,GL4,2017,8/14/17,11,22,80,691.15,691.1503838,20,1,Chydoridae sp.,1,0.001446863,NaN,NaN,1972,2.853214071
NWT,GL4,2017,8/14/17,11,22,80,691.15,691.1503838,20,1,Total cladoceran,42,0.060768251,1.57,10,1972,2.853214071
NWT,GL4,2017,8/14/17,11,22,80,691.15,691.1503838,20,1,Total copepod,1832,2.650653234,1.847,50,1972,2.853214071
NWT,GL4,2017,8/22/17,11,22,80,691.15,691.1503838,20,1,Daphnia pulicaria,17,0.024596673,1.055,10,2097,3.034071961
NWT,GL4,2017,8/22/17,11,22,80,691.15,691.1503838,20,1,Hesperodiaptomus shoshone,2075,3.002240972,1.858,50,2097,3.034071961
NWT,GL4,2017,8/22/17,11,22,80,691.15,691.1503838,20,1,Nauplii,3,0.004340589,NaN,NaN,2097,3.034071961
NWT,GL4,2017,8/22/17,11,22,80,691.15,691.1503838,20,1,Chydoridae sp.,1,0.001446863,NaN,NaN,2097,3.034071961
NWT,GL4,2017,8/22/17,11,22,80,691.15,691.1503838,20,1,Total cladoceran,18,0.026043536,1.055,10,2097,3.034071961
NWT,GL4,2017,8/22/17,11,22,80,691.15,691.1503838,20,1,Total copepod,2076,3.003687835,1.858,50,2097,3.034071961
NWT,GL4,2017,8/27/17,11,22,80,691.15,691.1503838,20,1,Daphnia pulicaria,54,0.078130608,1.534,10,724,1.047528898
NWT,GL4,2017,8/27/17,11,22,80,691.15,691.1503838,20,1,Hesperodiaptomus shoshone,660,0.954929659,1.88,47,724,1.047528898
NWT,GL4,2017,8/27/17,11,22,80,691.15,691.1503838,20,1,Nauplii,6,0.008681179,NaN,NaN,724,1.047528898
NWT,GL4,2017,8/27/17,11,22,80,691.15,691.1503838,20,1,Total cladoceran,54,0.078130608,1.534,10,724,1.047528898
NWT,GL4,2017,8/27/17,11,22,80,691.15,691.1503838,20,1,Total copepod,664,0.960717111,1.88,47,724,1.047528898
NWT,GL1,2014,7/22/14,6,12,80,NaN,94.24777961,5,0.25,Bosminidae sp.,97,1.029201965,NaN,NaN,2076,22.02704412
NWT,GL1,2014,7/22/14,6,12,80,NaN,94.24777961,5,0.25,Daphnia rosea,11,0.116713625,NaN,NaN,2076,22.02704412
NWT,GL1,2014,7/22/14,6,12,80,NaN,94.24777961,5,0.25,Diacyclops thomasi,1167,12.38225457,NaN,NaN,2076,22.02704412
NWT,GL1,2014,7/22/14,6,12,80,NaN,94.24777961,5,0.25,Nauplii,792,8.403380995,NaN,NaN,2076,22.02704412
NWT,GL1,2014,7/22/14,6,12,80,NaN,94.24777961,5,0.25,Neonate,1,0.01061033,NaN,NaN,2076,22.02704412
NWT,GL1,2014,7/22/14,6,12,80,NaN,94.24777961,5,0.25,Rotifers,8,0.084882636,NaN,NaN,2076,22.02704412
NWT,GL1,2014,7/22/14,6,12,80,NaN,94.24777961,5,0.25,Total cladoceran,12,0.127323954,NaN,NaN,2076,22.02704412
NWT,GL1,2014,7/22/14,6,12,80,NaN,94.24777961,5,0.25,Total copepod,1167,12.38225457,NaN,NaN,2076,22.02704412
NWT,GL1,2014,8/12/14,6,12,80,NaN,94.24777961,5,0.25,Bosminidae sp.,2048,21.7299549,NaN,NaN,4122,43.73577836
NWT,GL1,2014,8/12/14,6,12,80,NaN,94.24777961,5,0.25,Daphnia rosea,191,2.026572942,NaN,NaN,4122,43.73577836
NWT,GL1,2014,8/12/14,6,12,80,NaN,94.24777961,5,0.25,Diacyclops thomasi,954,10.12225438,NaN,NaN,4122,43.73577836
NWT,GL1,2014,8/12/14,6,12,80,NaN,94.24777961,5,0.25,Nauplii,914,9.697841199,NaN,NaN,4122,43.73577836
NWT,GL1,2014,8/12/14,6,12,80,NaN,94.24777961,5,0.25,Neonate,10,0.106103295,NaN,NaN,4122,43.73577836
NWT,GL1,2014,8/12/14,6,12,80,NaN,94.24777961,5,0.25,Rotifers,5,0.053051648,NaN,NaN,4122,43.73577836
NWT,GL1,2014,8/12/14,6,12,80,NaN,94.24777961,5,0.25,Total cladoceran,2239,23.75652784,NaN,NaN,4122,43.73577836
NWT,GL1,2014,8/12/14,6,12,80,NaN,94.24777961,5,0.25,Total copepod,954,10.12225438,NaN,NaN,4122,43.73577836
NWT,GL1,2014,8/19/14,6,12,80,NaN,94.24777961,5,0.25,Bosminidae sp.,2264,24.02178608,NaN,NaN,6660,70.66479473
NWT,GL1,2014,8/19/14,6,12,80,NaN,94.24777961,5,0.25,Daphnia rosea,322,3.416526112,NaN,NaN,6660,70.66479473
NWT,GL1,2014,8/19/14,6,12,80,NaN,94.24777961,5,0.25,Diacyclops thomasi,2472,26.22873462,NaN,NaN,6660,70.66479473
NWT,GL1,2014,8/19/14,6,12,80,NaN,94.24777961,5,0.25,Nauplii,1493,15.841222,NaN,NaN,6660,70.66479473
NWT,GL1,2014,8/19/14,6,12,80,NaN,94.24777961,5,0.25,Neonate,108,1.14591559,NaN,NaN,6660,70.66479473
NWT,GL1,2014,8/19/14,6,12,80,NaN,94.24777961,5,0.25,Rotifers,1,0.01061033,NaN,NaN,6660,70.66479473
NWT,GL1,2014,8/19/14,6,12,80,NaN,94.24777961,5,0.25,Total cladoceran,2586,27.43831219,NaN,NaN,6660,70.66479473
NWT,GL1,2014,8/19/14,6,12,80,NaN,94.24777961,5,0.25,Total copepod,2472,26.22873462,NaN,NaN,6660,70.66479473
NWT,GL1,2014,8/26/14,6,12,80,NaN,94.24777961,5,0.25,Bosminidae sp.,1094,11.60770052,NaN,NaN,2896,30.72751435
NWT,GL1,2014,8/26/14,6,12,80,NaN,94.24777961,5,0.25,Daphnia rosea,465,4.933803236,NaN,NaN,2896,30.72751435
NWT,GL1,2014,8/26/14,6,12,80,NaN,94.24777961,5,0.25,Diacyclops thomasi,1193,12.65812314,NaN,NaN,2896,30.72751435
NWT,GL1,2014,8/26/14,6,12,80,NaN,94.24777961,5,0.25,Nauplii,110,1.167136249,NaN,NaN,2896,30.72751435
NWT,GL1,2014,8/26/14,6,12,80,NaN,94.24777961,5,0.25,Neonate,29,0.307699557,NaN,NaN,2896,30.72751435
NWT,GL1,2014,8/26/14,6,12,80,NaN,94.24777961,5,0.25,Rotifers,5,0.053051648,NaN,NaN,2896,30.72751435
NWT,GL1,2014,8/26/14,6,12,80,NaN,94.24777961,5,0.25,Total cladoceran,1559,16.54150375,NaN,NaN,2896,30.72751435
NWT,GL1,2014,8/26/14,6,12,80,NaN,94.24777961,5,0.25,Total copepod,1193,12.65812314,NaN,NaN,2896,30.72751435
NWT,GL1,2015,7/16/15,6,12,80,NaN,188.4955592,10,0.5,Bosminidae sp.,6,0.031830989,NaN,NaN,3939,20.89704403
NWT,GL1,2015,7/16/15,6,12,80,NaN,188.4955592,10,0.5,Daphnia rosea,1429,7.581080456,1.2,32,3939,20.89704403
NWT,GL1,2015,7/16/15,6,12,80,NaN,188.4955592,10,0.5,Diacyclops thomasi,1252,6.642066292,0.733,18,3939,20.89704403
NWT,GL1,2015,7/16/15,6,12,80,NaN,188.4955592,10,0.5,Nauplii,150,0.795774715,NaN,NaN,3939,20.89704403
NWT,GL1,2015,7/16/15,6,12,80,NaN,188.4955592,10,0.5,Neonate,1102,5.846291576,NaN,NaN,3939,20.89704403
NWT,GL1,2015,7/16/15,6,12,80,NaN,188.4955592,10,0.5,Rotifers,0,0,NaN,NaN,3939,20.89704403
NWT,GL1,2015,7/16/15,6,12,80,NaN,188.4955592,10,0.5,Total cladoceran,1435,7.612911445,1.2,NaN,3939,20.89704403
NWT,GL1,2015,7/16/15,6,12,80,NaN,188.4955592,10,0.5,Total copepod,1252,6.642066292,0.733,NaN,3939,20.89704403
NWT,GL1,2015,7/21/15,6,12,80,NaN,94.24777961,5,0.25,Bosminidae sp.,5,0.053051648,NaN,NaN,566,6.005446519
NWT,GL1,2015,7/21/15,6,12,80,NaN,94.24777961,5,0.25,Daphnia rosea,110,1.167136249,1.0244,18,566,6.005446519
NWT,GL1,2015,7/21/15,6,12,80,NaN,94.24777961,5,0.25,Diacyclops thomasi,399,4.233521486,0.5613,32,566,6.005446519
NWT,GL1,2015,7/21/15,6,12,80,NaN,94.24777961,5,0.25,Nauplii,48,0.509295818,NaN,NaN,566,6.005446519
NWT,GL1,2015,7/21/15,6,12,80,NaN,94.24777961,5,0.25,Neonate,4,0.042441318,NaN,NaN,566,6.005446519
NWT,GL1,2015,7/21/15,6,12,80,NaN,94.24777961,5,0.25,Rotifers,0,0,NaN,NaN,566,6.005446519
NWT,GL1,2015,7/21/15,6,12,80,NaN,94.24777961,5,0.25,Total cladoceran,115,1.220187897,NaN,NaN,566,6.005446519
NWT,GL1,2015,7/21/15,6,12,80,NaN,94.24777961,5,0.25,Total copepod,399,4.233521486,NaN,NaN,566,6.005446519
NWT,GL1,2015,7/30/15,6,12,80,NaN,113.0973355,6,0.3,Bosminidae sp.,3,0.026525824,NaN,NaN,1104,9.761503176
NWT,GL1,2015,7/30/15,6,12,80,NaN,113.0973355,6,0.3,Daphnia rosea,136,1.202504014,1.0582,22,1104,9.761503176
NWT,GL1,2015,7/30/15,6,12,80,NaN,113.0973355,6,0.3,Diacyclops thomasi,961,8.497105573,0.6243,28,1104,9.761503176
NWT,GL1,2015,7/30/15,6,12,80,NaN,113.0973355,6,0.3,Nauplii,4,0.035367765,NaN,NaN,1104,9.761503176
NWT,GL1,2015,7/30/15,6,12,80,NaN,113.0973355,6,0.3,Neonate,0,0,NaN,NaN,1104,9.761503176
NWT,GL1,2015,7/30/15,6,12,80,NaN,113.0973355,6,0.3,Rotifers,0,0,NaN,NaN,1104,9.761503176
NWT,GL1,2015,7/30/15,6,12,80,NaN,113.0973355,6,0.3,Total cladoceran,139,1.229029838,1.0582,NaN,1104,9.761503176
NWT,GL1,2015,7/30/15,6,12,80,NaN,113.0973355,6,0.3,Total copepod,961,8.497105573,0.6243,NaN,1104,9.761503176
NWT,GL1,2015,8/4/15,6,12,80,NaN,94.24777961,5,0.25,Bosminidae sp.,129,1.368732511,NaN,NaN,2422,25.69821814
NWT,GL1,2015,8/4/15,6,12,80,NaN,94.24777961,5,0.25,Daphnia rosea,1280,13.58122181,1.2389,35,2422,25.69821814
NWT,GL1,2015,8/4/15,6,12,80,NaN,94.24777961,5,0.25,Diacyclops thomasi,816,8.658028904,0.592,15,2422,25.69821814
NWT,GL1,2015,8/4/15,6,12,80,NaN,94.24777961,5,0.25,Nauplii,129,1.368732511,NaN,NaN,2422,25.69821814
NWT,GL1,2015,8/4/15,6,12,80,NaN,94.24777961,5,0.25,Neonate,68,0.721502409,NaN,NaN,2422,25.69821814
NWT,GL1,2015,8/4/15,6,12,80,NaN,94.24777961,5,0.25,Rotifers,0,0,NaN,NaN,2422,25.69821814
NWT,GL1,2015,8/4/15,6,12,80,NaN,94.24777961,5,0.25,Total cladoceran,1409,14.94995432,1.2389,NaN,2422,25.69821814
NWT,GL1,2015,8/4/15,6,12,80,NaN,94.24777961,5,0.25,Total copepod,816,8.658028904,0.592,NaN,2422,25.69821814
NWT,GL1,2015,8/13/15,6,12,80,NaN,94.24777961,5,0.25,Bosminidae sp.,13,0.137934284,NaN,NaN,1164,12.35042358
NWT,GL1,2015,8/13/15,6,12,80,NaN,94.24777961,5,0.25,Daphnia rosea,573,6.079718826,1.2849,33,1164,12.35042358
NWT,GL1,2015,8/13/15,6,12,80,NaN,94.24777961,5,0.25,Diacyclops thomasi,455,4.82769994,0.7247,17,1164,12.35042358
NWT,GL1,2015,8/13/15,6,12,80,NaN,94.24777961,5,0.25,Nauplii,26,0.275868568,NaN,NaN,1164,12.35042358
NWT,GL1,2015,8/13/15,6,12,80,NaN,94.24777961,5,0.25,Neonate,97,1.029201965,NaN,NaN,1164,12.35042358
NWT,GL1,2015,8/13/15,6,12,80,NaN,94.24777961,5,0.25,Rotifers,0,0,NaN,NaN,1164,12.35042358
NWT,GL1,2015,8/13/15,6,12,80,NaN,94.24777961,5,0.25,Total cladoceran,586,6.21765311,1.2849,NaN,1164,12.35042358
NWT,GL1,2015,8/13/15,6,12,80,NaN,94.24777961,5,0.25,Total copepod,455,4.82769994,0.7247,NaN,1164,12.35042358
NWT,GL1,2015,9/7/15,6,12,80,NaN,113.0973355,6,0.3,Bosminidae sp.,246,2.175117556,NaN,NaN,1585,14.01447693
NWT,GL1,2015,9/7/15,6,12,80,NaN,113.0973355,6,0.3,Daphnia rosea,207,1.830281846,NaN,NaN,1585,14.01447693
NWT,GL1,2015,9/7/15,6,12,80,NaN,113.0973355,6,0.3,Diacyclops thomasi,970,8.576683044,0.5497,35,1585,14.01447693
NWT,GL1,2015,9/7/15,6,12,80,NaN,113.0973355,6,0.3,Nauplii,0,0,0.8533,15,1585,14.01447693
NWT,GL1,2015,9/7/15,6,12,80,NaN,113.0973355,6,0.3,Neonate,162,1.432394488,NaN,NaN,1585,14.01447693
NWT,GL1,2015,9/7/15,6,12,80,NaN,113.0973355,6,0.3,Rotifers,0,0,NaN,NaN,1585,14.01447693
NWT,GL1,2015,9/7/15,6,12,80,NaN,113.0973355,6,0.3,Total cladoceran,453,4.005399401,NaN,NaN,1585,14.01447693
NWT,GL1,2015,9/7/15,6,12,80,NaN,113.0973355,6,0.3,Total copepod,970,8.576683044,0.8533,NaN,1585,14.01447693
NWT,GL1,2016,7/7/16,6,12,80,NaN,94.24777961,5,0.25,Bosminidae sp.,127,1.347511852,0.5433,12,752,7.978967814
NWT,GL1,2016,7/7/16,6,12,80,NaN,94.24777961,5,0.25,Daphnia rosea,33,0.350140875,1.0183,12,752,7.978967814
NWT,GL1,2016,7/7/16,6,12,80,NaN,94.24777961,5,0.25,Diacyclops thomasi,366,3.883380611,0.6208,25,752,7.978967814
NWT,GL1,2016,7/7/16,6,12,80,NaN,94.24777961,5,0.25,Holopedium gibberum,6,0.063661977,NaN,NaN,752,7.978967814
NWT,GL1,2016,7/7/16,6,12,80,NaN,94.24777961,5,0.25,Nauplii,218,2.31305184,NaN,NaN,752,7.978967814
NWT,GL1,2016,7/7/16,6,12,80,NaN,94.24777961,5,0.25,Neonate,2,0.021220659,NaN,NaN,752,7.978967814
NWT,GL1,2016,7/7/16,6,12,80,NaN,94.24777961,5,0.25,Rotifers,0,0,NaN,NaN,752,7.978967814
NWT,GL1,2016,7/7/16,6,12,80,NaN,94.24777961,5,0.25,Total cladoceran,166,1.761314704,1.0183,NaN,752,7.978967814
NWT,GL1,2016,7/7/16,6,12,80,NaN,94.24777961,5,0.25,Total copepod,366,3.883380611,0.6208,NaN,752,7.978967814
NWT,GL1,2016,7/21/16,6,12,80,NaN,94.24777961,5,0.25,Bosminidae sp.,35,0.371361534,0.532,10,267,2.832957987
NWT,GL1,2016,7/21/16,6,12,80,NaN,94.24777961,5,0.25,Daphnia rosea,14,0.148544614,1.0467,6,267,2.832957987
NWT,GL1,2016,7/21/16,6,12,80,NaN,94.24777961,5,0.25,Diacyclops thomasi,177,1.878028328,0.6206,33,267,2.832957987
NWT,GL1,2016,7/21/16,6,12,80,NaN,94.24777961,5,0.25,Holopedium gibberum,21,0.22281692,NaN,NaN,267,2.832957987
NWT,GL1,2016,7/21/16,6,12,80,NaN,94.24777961,5,0.25,Nauplii,20,0.212206591,NaN,NaN,267,2.832957987
NWT,GL1,2016,7/21/16,6,12,80,NaN,94.24777961,5,0.25,Neonate,0,0,NaN,NaN,267,2.832957987
NWT,GL1,2016,7/21/16,6,12,80,NaN,94.24777961,5,0.25,Rotifers,0,0,NaN,NaN,267,2.832957987
NWT,GL1,2016,7/21/16,6,12,80,NaN,94.24777961,5,0.25,Total cladoceran,70,0.742723068,1.0467,NaN,267,2.832957987
NWT,GL1,2016,7/21/16,6,12,80,NaN,94.24777961,5,0.25,Total copepod,177,1.878028328,0.6206,NaN,267,2.832957987
NWT,GL1,2016,8/4/16,6,12,80,NaN,94.24777961,5,0.25,Bosminidae sp.,864,9.167324722,0.446,10,2907,30.84422797
NWT,GL1,2016,8/4/16,6,12,80,NaN,94.24777961,5,0.25,Daphnia rosea,1489,15.79878068,1.1337,35,2907,30.84422797
NWT,GL1,2016,8/4/16,6,12,80,NaN,94.24777961,5,0.25,Diacyclops thomasi,524,5.559812679,0.61,4,2907,30.84422797
NWT,GL1,2016,8/4/16,6,12,80,NaN,94.24777961,5,0.25,Holopedium gibberum,10,0.106103295,NaN,NaN,2907,30.84422797
NWT,GL1,2016,8/4/16,6,12,80,NaN,94.24777961,5,0.25,Nauplii,NaN,NaN,NaN,NaN,2907,30.84422797
NWT,GL1,2016,8/4/16,6,12,80,NaN,94.24777961,5,0.25,Neonate,20,0.212206591,NaN,NaN,2907,30.84422797
NWT,GL1,2016,8/4/16,6,12,80,NaN,94.24777961,5,0.25,Rotifers,0,0,NaN,NaN,2907,30.84422797
NWT,GL1,2016,8/4/16,6,12,80,NaN,94.24777961,5,0.25,Total cladoceran,2363,25.0722087,1.1337,NaN,2907,30.84422797
NWT,GL1,2016,8/4/16,6,12,80,NaN,94.24777961,5,0.25,Total copepod,524,5.559812679,0.61,NaN,2907,30.84422797
NWT,GL1,2016,8/18/16,6,12,80,NaN,94.24777961,5,0.25,Bosminidae sp.,203,2.153896897,0.4143,7,1273,13.5069495
NWT,GL1,2016,8/18/16,6,12,80,NaN,94.24777961,5,0.25,Daphnia rosea,394,4.180469839,1.1097,37,1273,13.5069495
NWT,GL1,2016,8/18/16,6,12,80,NaN,94.24777961,5,0.25,Diacyclops thomasi,93,0.986760647,NaN,NaN,1273,13.5069495
NWT,GL1,2016,8/18/16,6,12,80,NaN,94.24777961,5,0.25,Holopedium gibberum,115,1.220187897,0.76,3,1273,13.5069495
NWT,GL1,2016,8/18/16,6,12,80,NaN,94.24777961,5,0.25,Nauplii,NaN,NaN,NaN,NaN,1273,13.5069495
NWT,GL1,2016,8/18/16,6,12,80,NaN,94.24777961,5,0.25,Neonate,450,4.774648293,NaN,NaN,1273,13.5069495
NWT,GL1,2016,8/18/16,6,12,80,NaN,94.24777961,5,0.25,Rotifers,0,0,NaN,NaN,1273,13.5069495
NWT,GL1,2016,8/18/16,6,12,80,NaN,94.24777961,5,0.25,Chydoridae sp.,18,0.190985932,NaN,NaN,1273,13.5069495
NWT,GL1,2016,8/18/16,6,12,80,NaN,94.24777961,5,0.25,Total cladoceran,730,7.745540564,0.93485,NaN,1273,13.5069495
NWT,GL1,2016,8/18/16,6,12,80,NaN,94.24777961,5,0.25,Total copepod,93,0.986760647,NaN,NaN,1273,13.5069495
NWT,GL1,2017,7/6/17,6,12,80,NaN,94.24777961,5,0.25,Bosminidae sp.,96,1.018591636,0.42,30,3439,36.48892329
NWT,GL1,2017,7/6/17,6,12,80,NaN,94.24777961,5,0.25,Daphnia rosea,52,0.551737136,1.2531,30,3439,36.48892329
NWT,GL1,2017,7/6/17,6,12,80,NaN,94.24777961,5,0.25,Diacyclops thomasi,1838,19.50178569,0.6168,50,3439,36.48892329
NWT,GL1,2017,7/6/17,6,12,80,NaN,94.24777961,5,0.25,Holopedium gibberum,7,0.074272307,0.9771,7,3439,36.48892329
NWT,GL1,2017,7/6/17,6,12,80,NaN,94.24777961,5,0.25,Nauplii,1443,15.31070553,NaN,NaN,3439,36.48892329
NWT,GL1,2017,7/6/17,6,12,80,NaN,94.24777961,5,0.25,Neonate,3,0.031830989,NaN,NaN,3439,36.48892329
NWT,GL1,2017,7/6/17,6,12,80,NaN,94.24777961,5,0.25,Rotifers,0,0,NaN,NaN,3439,36.48892329
NWT,GL1,2017,7/6/17,6,12,80,NaN,94.24777961,5,0.25,Chydoridae sp.,0,0,NaN,NaN,3439,36.48892329
NWT,GL1,2017,7/6/17,6,12,80,NaN,94.24777961,5,0.25,Total cladoceran,155,1.644601079,1.1151,NaN,3439,36.48892329
NWT,GL1,2017,7/6/17,6,12,80,NaN,94.24777961,5,0.25,Total copepod,1838,19.50178569,0.6168,NaN,3439,36.48892329
NWT,GL1,2017,7/20/17,6,12,80,NaN,94.24777961,5,0.25,Bosminidae sp.,32,0.339530545,0.3271,14,9539,101.2119335
NWT,GL1,2017,7/20/17,6,12,80,NaN,94.24777961,5,0.25,Daphnia rosea,65,0.68967142,1.1312,34,9539,101.2119335
NWT,GL1,2017,7/20/17,6,12,80,NaN,94.24777961,5,0.25,Diacyclops thomasi,1898,20.13840547,0.6232,50,9539,101.2119335
NWT,GL1,2017,7/20/17,6,12,80,NaN,94.24777961,5,0.25,Holopedium gibberum,67,0.710892079,0.9642,19,9539,101.2119335
NWT,GL1,2017,7/20/17,6,12,80,NaN,94.24777961,5,0.25,Nauplii,7435,78.88780013,NaN,NaN,9539,101.2119335
NWT,GL1,2017,7/20/17,6,12,80,NaN,94.24777961,5,0.25,Neonate,39,0.413802852,NaN,NaN,9539,101.2119335
NWT,GL1,2017,7/20/17,6,12,80,NaN,94.24777961,5,0.25,Rotifers,,0,NaN,NaN,9539,101.2119335
NWT,GL1,2017,7/20/17,6,12,80,NaN,94.24777961,5,0.25,Chydoridae sp.,3,0.031830989,0.38,3,9539,101.2119335
NWT,GL1,2017,7/20/17,6,12,80,NaN,94.24777961,5,0.25,Total cladoceran,167,1.771925033,1.0477,NaN,9539,101.2119335
NWT,GL1,2017,7/20/17,6,12,80,NaN,94.24777961,5,0.25,Total copepod,1898,20.13840547,0.6232,NaN,9539,101.2119335
NWT,GL1,2017,8/10/17,6,12,80,NaN,94.24777961,5,0.25,Bosminidae sp.,31,0.328920216,0.3845,31,3849,40.8391584
NWT,GL1,2017,8/10/17,6,12,80,NaN,94.24777961,5,0.25,Daphnia rosea,4,0.042441318,0.96,4,3849,40.8391584
NWT,GL1,2017,8/10/17,6,12,80,NaN,94.24777961,5,0.25,Diacyclops thomasi,527,5.591643667,0.6329,51,3849,40.8391584
NWT,GL1,2017,8/10/17,6,12,80,NaN,94.24777961,5,0.25,Holopedium gibberum,8,0.084882636,0.6775,8,3849,40.8391584
NWT,GL1,2017,8/10/17,6,12,80,NaN,94.24777961,5,0.25,Nauplii,3251,34.49418133,NaN,NaN,3849,40.8391584
NWT,GL1,2017,8/10/17,6,12,80,NaN,94.24777961,5,0.25,Neonate,0,0,NaN,NaN,3849,40.8391584
NWT,GL1,2017,8/10/17,6,12,80,NaN,94.24777961,5,0.25,Rotifers,28,0.297089227,NaN,NaN,3849,40.8391584
NWT,GL1,2017,8/10/17,6,12,80,NaN,94.24777961,5,0.25,Chydoridae sp.,0,0,NaN,NaN,3849,40.8391584
NWT,GL1,2017,8/10/17,6,12,80,NaN,94.24777961,5,0.25,Total cladoceran,43,0.45624417,0.81875,NaN,3849,40.8391584
NWT,GL1,2017,8/10/17,6,12,80,NaN,94.24777961,5,0.25,Total copepod,527,5.591643667,0.6329,NaN,3849,40.8391584
NWT,GL1,2017,8/17/17,6,12,80,NaN,94.24777961,5,0.25,Bosminidae sp.,13,0.137934284,NaN,NaN,3590,38.09108305
NWT,GL1,2017,8/17/17,6,12,80,NaN,94.24777961,5,0.25,Daphnia rosea,421,4.466948736,NaN,NaN,3590,38.09108305
NWT,GL1,2017,8/17/17,6,12,80,NaN,94.24777961,5,0.25,Diacyclops thomasi,1204,12.77483677,0.536,15,3590,38.09108305
NWT,GL1,2017,8/17/17,6,12,80,NaN,94.24777961,5,0.25,Holopedium gibberum,722,7.660657927,1.0656,32,3590,38.09108305
NWT,GL1,2017,8/17/17,6,12,80,NaN,94.24777961,5,0.25,Nauplii,1158,12.28676161,NaN,NaN,3590,38.09108305
NWT,GL1,2017,8/17/17,6,12,80,NaN,94.24777961,5,0.25,Neonate,0,0,NaN,NaN,3590,38.09108305
NWT,GL1,2017,8/17/17,6,12,80,NaN,94.24777961,5,0.25,Rotifers,30,0.318309886,NaN,NaN,3590,38.09108305
NWT,GL1,2017,8/17/17,6,12,80,NaN,94.24777961,5,0.25,Chydoridae sp.,42,0.445633841,0.42,3,3590,38.09108305
NWT,GL1,2017,8/17/17,6,12,80,NaN,94.24777961,5,0.25,Total cladoceran,1198,12.71117479,1.0656,NaN,3590,38.09108305
NWT,GL1,2017,8/17/17,6,12,80,NaN,94.24777961,5,0.25,Total copepod,1204,12.77483677,0.536,NaN,3590,38.09108305
NWT,ALB,2016,6/23/16,9,18,80,NaN,141.3716694,5,0.25,Bosminidae sp.,373,2.638435279,NaN,NaN,5133,36.30854768
NWT,ALB,2016,6/23/16,9,18,80,NaN,141.3716694,5,0.25,Daphnia rosea,242,1.711799832,1.0886,7,5133,36.30854768
NWT,ALB,2016,6/23/16,9,18,80,NaN,141.3716694,5,0.25,Diacyclops thomasi,2949,20.85990787,0.467,42,5133,36.30854768
NWT,ALB,2016,6/23/16,9,18,80,NaN,141.3716694,5,0.25,Holopedium gibberum,4,0.028294212,NaN,NaN,5133,36.30854768
NWT,ALB,2016,6/23/16,9,18,80,NaN,141.3716694,5,0.25,Nauplii,1561,11.04181627,NaN,NaN,5133,36.30854768
NWT,ALB,2016,6/23/16,9,18,80,NaN,141.3716694,5,0.25,Neonate,4,0.028294212,NaN,NaN,5133,36.30854768
NWT,ALB,2016,6/23/16,9,18,80,NaN,141.3716694,5,0.25,Rotifers,NaN,NaN,NaN,NaN,5133,36.30854768
NWT,ALB,2016,6/23/16,9,18,80,NaN,141.3716694,5,0.25,Chydoridae sp.,0,0,NaN,NaN,5133,36.30854768
NWT,ALB,2016,6/23/16,9,18,80,NaN,141.3716694,5,0.25,Total cladoceran,619,4.378529323,1.0886,NaN,5133,36.30854768
NWT,ALB,2016,6/23/16,9,18,80,NaN,141.3716694,5,0.25,Total copepod,2949,20.85990787,0.467,NaN,5133,36.30854768
NWT,ALB,2016,7/14/16,10,20,80,NaN,157.0796327,5,0.25,Bosminidae sp.,861,5.48129624,0.356,5,7789,49.58631407
NWT,ALB,2016,7/14/16,10,20,80,NaN,157.0796327,5,0.25,Daphnia rosea,2381,15.15791678,1.0284,31,7789,49.58631407
NWT,ALB,2016,7/14/16,10,20,80,NaN,157.0796327,5,0.25,Diacyclops thomasi,3812,24.26794572,0.5369,13,7789,49.58631407
NWT,ALB,2016,7/14/16,10,20,80,NaN,157.0796327,5,0.25,Holopedium gibberum,107,0.681183156,NaN,NaN,7789,49.58631407
NWT,ALB,2016,7/14/16,10,20,80,NaN,157.0796327,5,0.25,Nauplii,628,3.99797217,NaN,NaN,7789,49.58631407
NWT,ALB,2016,7/14/16,10,20,80,NaN,157.0796327,5,0.25,Neonate,0,0,NaN,NaN,7789,49.58631407
NWT,ALB,2016,7/14/16,10,20,80,NaN,157.0796327,5,0.25,Rotifers,NaN,NaN,NaN,NaN,7789,49.58631407
NWT,ALB,2016,7/14/16,10,20,80,NaN,157.0796327,5,0.25,Chydoridae sp.,0,0,NaN,NaN,7789,49.58631407
NWT,ALB,2016,7/14/16,10,20,80,NaN,157.0796327,5,0.25,Total cladoceran,3349,21.32039618,1.0284,NaN,7789,49.58631407
NWT,ALB,2016,7/14/16,10,20,80,NaN,157.0796327,5,0.25,Total copepod,3812,24.26794572,0.5369,NaN,7789,49.58631407
NWT,ALB,2016,7/28/16,9,18,80,NaN,141.3716694,5,0.25,Bosminidae sp.,1241,8.778279306,NaN,NaN,11040,78.09202541
NWT,ALB,2016,7/28/16,9,18,80,NaN,141.3716694,5,0.25,Daphnia rosea,4461,31.55512005,1.0639,41,11040,78.09202541
